temperatura,humedad,aguaEnSuelo,tipoSuelo,tipoCultivo,nitrogeno,potasio,fosforo,nombreFertilizante
30.92,49.97,58.06,Franco,Tabaco,13,0,37,Urea
28.21,57.45,20.0,Arenoso,Legumbres,18,13,13,DAP
27.18,64.47,30.84,Rojo,Arrozal,15,17,18,20-20
21.63,57.62,34.24,Arenoso,Maiz,11,15,11,20-20
30.78,61.89,28.42,Arcilloso,Mijo,12,3,36,DAP
27.05,50.42,42.32,Arcilloso,Arrozal,10,4,11,17-17-17
31.18,47.51,35.51,Rojo,Trigo,13,12,25,17-17-17
31.88,56.55,43.06,Franco,Algodon,9,0,12,DAP
31.35,62.93,34.02,Arcilloso,Cebada,17,2,28,14-35-14
30.99,59.97,63.35,Rojo,Trigo,13,0,14,DAP
32.83,55.64,40.91,Franco,Tabaco,42,0,0,14-35-14
33.9,50.25,20.0,Rojo,Mijo,7,19,12,10-26-26
24.38,50.13,34.67,Arcilloso,Algodon,13,3,33,28-28
31.49,58.29,37.49,Arcilloso,Mijo,44,0,0,14-35-14
31.93,53.26,30.3,Arcilloso,Trigo,31,1,4,DAP
33.75,70.86,30.19,Franco,Tabaco,25,0,16,10-26-26
36.49,72.03,52.71,Rojo,Trigo,9,13,23,17-17-17
33.91,50.88,53.37,Rojo,Arrozal,5,3,32,Urea
40.0,76.4,57.23,Rojo,CañaAzucar,10,19,18,14-35-14
32.12,76.73,34.45,Negro,Trigo,4,3,33,Urea
24.06,53.06,37.08,Arenoso,CañaAzucar,23,0,24,28-28
25.5,53.43,42.85,Rojo,Tabaco,5,10,31,17-17-17
34.0,59.76,27.52,Negro,Maiz,13,0,41,DAP
22.5,58.83,39.36,Rojo,SemillasOleaginosas,10,4,12,Urea
38.66,60.15,57.58,Arenoso,Mijo,38,0,3,DAP
33.03,59.23,50.06,Arenoso,Algodon,9,7,28,17-17-17
27.05,53.34,70.0,Franco,NuecesMani,10,1,10,28-28
27.27,62.47,57.15,Arcilloso,Mijo,16,0,5,DAP
29.07,56.52,53.78,Arcilloso,Algodon,5,14,11,Urea
38.17,66.45,68.55,Franco,Algodon,37,4,0,Urea
28.13,55.71,50.38,Arcilloso,Algodon,18,3,20,14-35-14
32.56,62.62,56.5,Arcilloso,Maiz,11,0,40,DAP
30.84,47.62,28.08,Rojo,Mijo,34,2,1,Urea
30.98,64.17,26.26,Rojo,NuecesMani,6,11,32,20-20
25.27,52.33,20.33,Franco,Tabaco,15,0,36,20-20
29.51,47.21,49.01,Arcilloso,Trigo,1,14,12,DAP
38.59,68.57,31.88,Franco,Arrozal,41,0,4,14-35-14
33.01,56.62,38.75,Arenoso,Legumbres,38,0,4,17-17-17
29.94,54.58,36.36,Arenoso,Algodon,20,2,20,10-26-26
28.42,68.97,38.11,Arenoso,Cebada,35,1,1,20-20
31.81,62.69,55.11,Arenoso,Cebada,17,0,8,14-35-14
28.06,49.09,36.0,Arcilloso,NuecesMani,21,0,26,28-28
32.09,67.57,37.6,Franco,CañaAzucar,25,0,18,10-26-26
30.4,73.93,50.87,Arcilloso,Algodon,11,2,37,DAP
31.37,61.56,36.38,Arcilloso,SemillasOleaginosas,12,0,33,20-20
28.4,64.69,20.0,Negro,Trigo,9,8,30,DAP
35.46,68.5,33.83,Rojo,Arrozal,7,3,32,14-35-14
33.36,48.62,48.04,Negro,Arrozal,9,0,36,14-35-14
30.09,51.69,31.75,Arcilloso,CañaAzucar,35,2,0,20-20
31.62,53.17,41.08,Arcilloso,Maiz,38,0,0,DAP
35.85,65.73,46.71,Arcilloso,Trigo,41,0,0,20-20
28.23,59.71,40.91,Arcilloso,SemillasOleaginosas,19,2,18,DAP
22.91,52.89,43.54,Negro,NuecesMani,36,0,0,17-17-17
31.57,59.0,29.74,Franco,Mijo,32,0,3,17-17-17
33.33,68.93,44.04,Franco,Trigo,41,0,0,20-20
26.1,56.4,70.0,Rojo,Maiz,8,14,10,20-20
23.85,54.74,31.15,Negro,Maiz,10,4,8,28-28
33.93,68.08,68.4,Rojo,Cebada,4,5,28,20-20
24.14,50.03,56.4,Rojo,SemillasOleaginosas,11,3,5,10-26-26
30.9,61.42,48.45,Franco,Cebada,13,0,6,28-28
38.27,61.02,39.38,Arcilloso,Tabaco,10,1,14,10-26-26
30.53,72.94,69.94,Negro,Legumbres,14,0,37,DAP
36.91,57.36,46.79,Negro,Cebada,9,4,30,10-26-26
27.89,58.78,32.12,Arcilloso,Mijo,37,0,1,20-20
25.91,61.37,35.85,Negro,NuecesMani,37,0,0,20-20
26.89,45.93,34.24,Franco,NuecesMani,37,0,0,28-28
26.9,54.22,37.63,Arenoso,SemillasOleaginosas,41,0,0,28-28
33.83,56.33,40.46,Arcilloso,Algodon,9,11,17,Urea
32.23,65.73,36.41,Negro,Legumbres,13,0,11,10-26-26
33.56,69.13,30.78,Arcilloso,SemillasOleaginosas,13,0,13,14-35-14
22.37,59.31,53.4,Arenoso,Mijo,25,1,21,14-35-14
40.0,66.19,57.22,Arenoso,Arrozal,40,0,0,14-35-14
26.38,58.32,37.72,Franco,Legumbres,38,0,0,Urea
25.09,55.29,28.94,Franco,NuecesMani,15,0,39,10-26-26
34.6,52.97,41.6,Rojo,Trigo,12,3,41,14-35-14
30.08,55.2,40.09,Arcilloso,Arrozal,14,0,11,17-17-17
29.16,50.81,20.0,Negro,Mijo,7,16,12,17-17-17
23.32,50.4,46.44,Negro,Tabaco,27,3,27,10-26-26
27.41,54.55,26.1,Franco,Algodon,33,0,0,Urea
29.23,70.7,54.12,Arenoso,Maiz,42,3,0,10-26-26
35.92,63.54,54.99,Arcilloso,CañaAzucar,17,0,40,14-35-14
24.33,52.3,46.6,Rojo,Algodon,20,0,16,14-35-14
33.99,62.02,24.13,Franco,Algodon,42,0,3,28-28
33.8,69.65,29.13,Negro,CañaAzucar,11,2,33,20-20
29.19,67.99,28.27,Arcilloso,Legumbres,42,0,0,17-17-17
32.92,56.58,28.5,Franco,Cebada,2,14,21,28-28
29.7,50.47,41.56,Arenoso,NuecesMani,11,19,22,28-28
22.82,48.25,49.55,Arcilloso,Maiz,21,0,24,28-28
24.87,53.41,36.47,Franco,SemillasOleaginosas,31,4,0,DAP
29.25,54.77,56.41,Arenoso,SemillasOleaginosas,17,12,11,10-26-26
28.88,54.57,38.98,Arcilloso,Arrozal,39,3,0,20-20
36.11,61.24,27.61,Franco,Algodon,14,4,35,20-20
27.91,48.69,33.26,Rojo,NuecesMani,37,0,0,17-17-17
32.0,59.17,32.35,Franco,Algodon,40,0,0,28-28
31.12,56.27,40.65,Franco,Arrozal,17,0,37,DAP
38.03,60.56,64.39,Franco,Mijo,18,0,35,14-35-14
40.0,78.63,39.77,Arcilloso,Tabaco,13,2,39,14-35-14
21.56,48.99,38.37,Arcilloso,Trigo,32,1,4,Urea
34.16,57.77,64.71,Rojo,Algodon,3,12,29,20-20
29.74,67.3,55.7,Arcilloso,Cebada,41,3,4,20-20
24.02,52.18,41.72,Rojo,Arrozal,40,0,0,28-28
31.44,57.6,49.09,Negro,Tabaco,35,0,2,28-28
27.82,58.21,39.11,Rojo,Legumbres,23,3,13,17-17-17
28.68,48.05,70.0,Arcilloso,CañaAzucar,4,0,10,10-26-26
37.79,65.38,42.1,Franco,Legumbres,16,2,42,Urea
30.84,62.89,31.1,Negro,Legumbres,18,0,36,DAP
32.08,69.28,53.59,Arcilloso,Legumbres,12,19,10,20-20
30.53,54.66,40.76,Rojo,Trigo,23,0,22,DAP
27.28,67.0,60.31,Rojo,NuecesMani,9,6,30,17-17-17
30.52,52.92,33.2,Franco,SemillasOleaginosas,8,11,32,Urea
25.51,63.32,68.32,Arcilloso,Maiz,4,12,33,10-26-26
30.28,76.59,30.6,Arcilloso,NuecesMani,10,0,35,28-28
31.27,76.13,35.28,Rojo,Algodon,9,3,32,20-20
26.52,59.29,37.89,Negro,CañaAzucar,21,0,19,14-35-14
37.78,70.33,64.11,Franco,Trigo,5,10,28,10-26-26
30.49,58.21,39.3,Arcilloso,NuecesMani,12,11,11,17-17-17
29.18,54.17,23.3,Arenoso,NuecesMani,42,1,0,28-28
25.21,46.78,31.12,Arcilloso,SemillasOleaginosas,44,2,0,Urea
22.64,49.3,30.33,Negro,Arrozal,9,4,12,Urea
30.2,64.88,52.82,Arcilloso,SemillasOleaginosas,8,15,13,20-20
24.84,49.58,47.64,Franco,Cebada,37,0,0,10-26-26
30.49,58.83,54.73,Franco,Arrozal,35,4,2,17-17-17
30.73,49.9,32.48,Franco,Legumbres,15,0,10,20-20
29.82,58.66,44.21,Arenoso,Mijo,26,4,17,28-28
23.92,47.26,38.11,Rojo,Maiz,9,7,25,Urea
27.8,66.49,56.09,Franco,NuecesMani,11,11,14,28-28
40.0,75.55,28.97,Negro,NuecesMani,15,0,40,17-17-17
31.12,72.97,50.32,Arcilloso,Legumbres,14,17,8,17-17-17
24.8,61.32,54.78,Negro,Algodon,7,6,32,20-20
32.45,67.58,55.57,Negro,Algodon,4,0,10,17-17-17
31.61,66.27,33.06,Arenoso,Legumbres,7,6,18,Urea
40.0,65.43,64.34,Arenoso,Legumbres,14,0,36,17-17-17
34.46,78.03,54.74,Rojo,Mijo,42,0,1,14-35-14
20.26,41.18,47.6,Rojo,Mijo,23,0,14,DAP
36.22,77.81,51.95,Negro,Legumbres,37,0,0,14-35-14
30.24,56.13,30.91,Negro,Cebada,38,2,1,10-26-26
35.54,62.73,42.81,Franco,Arrozal,14,10,11,DAP
29.73,58.45,60.67,Franco,Algodon,9,0,8,14-35-14
27.58,64.59,62.12,Arenoso,Algodon,14,1,34,20-20
26.09,69.65,41.82,Franco,Algodon,9,0,39,28-28
30.48,61.31,44.39,Rojo,Mijo,22,0,15,Urea
29.86,48.43,47.14,Arcilloso,Maiz,39,0,2,14-35-14
25.2,65.72,54.26,Negro,CañaAzucar,8,2,32,20-20
31.81,70.13,21.18,Rojo,NuecesMani,13,0,36,28-28
22.32,56.11,24.06,Negro,Maiz,15,0,38,17-17-17
25.7,67.81,42.7,Franco,Tabaco,25,0,17,20-20
30.23,55.76,53.54,Franco,Cebada,5,7,25,14-35-14
32.37,55.24,33.67,Franco,Tabaco,18,0,32,17-17-17
26.08,44.39,42.34,Arcilloso,CañaAzucar,16,2,26,20-20
39.89,76.0,32.46,Rojo,NuecesMani,44,3,0,17-17-17
38.92,57.75,34.28,Arcilloso,Tabaco,13,0,38,DAP
26.41,55.23,43.13,Negro,Cebada,20,1,27,10-26-26
35.85,62.3,36.56,Rojo,Mijo,16,0,42,Urea
33.0,59.14,48.43,Negro,Tabaco,3,8,31,14-35-14
35.84,73.34,56.27,Rojo,Cebada,11,6,26,10-26-26
32.85,53.21,37.96,Negro,Cebada,40,2,0,DAP
36.16,64.0,43.68,Franco,Mijo,20,0,19,Urea
28.03,51.46,40.88,Arenoso,Tabaco,10,3,11,17-17-17
38.77,73.1,64.83,Arenoso,Arrozal,9,4,35,28-28
39.61,74.2,29.32,Arcilloso,Algodon,9,1,38,28-28
40.0,65.97,61.68,Negro,Algodon,10,4,39,17-17-17
31.66,68.88,64.94,Arenoso,Arrozal,36,0,0,17-17-17
25.79,47.25,45.73,Arcilloso,Mijo,32,0,0,DAP
37.12,73.45,56.53,Franco,Trigo,15,14,13,14-35-14
27.79,54.72,69.39,Negro,Maiz,40,0,0,20-20
27.84,50.3,41.85,Franco,Arrozal,12,7,24,14-35-14
23.68,57.9,28.78,Arenoso,Maiz,32,0,2,14-35-14
32.02,47.68,43.98,Franco,CañaAzucar,36,0,0,28-28
34.91,53.17,64.9,Arenoso,Arrozal,15,13,15,DAP
31.87,56.38,39.33,Arcilloso,Cebada,40,2,0,20-20
33.5,61.54,58.09,Franco,Legumbres,39,0,0,14-35-14
21.34,47.91,23.25,Franco,Cebada,13,2,6,10-26-26
27.75,48.05,35.2,Arenoso,SemillasOleaginosas,25,4,24,Urea
27.41,57.31,54.62,Franco,Tabaco,20,4,14,20-20
36.6,74.72,50.92,Arenoso,SemillasOleaginosas,39,0,0,10-26-26
21.52,56.82,37.02,Arcilloso,Tabaco,21,2,20,DAP
39.1,77.95,44.22,Arenoso,Algodon,13,0,36,28-28
30.22,56.38,60.39,Franco,Maiz,14,10,33,Urea
24.32,66.77,37.7,Negro,NuecesMani,26,0,16,20-20
31.78,51.44,58.82,Franco,Cebada,10,4,4,17-17-17
27.73,59.27,54.2,Rojo,Tabaco,3,5,35,DAP
25.66,45.25,65.07,Arenoso,Cebada,8,0,15,28-28
37.17,70.91,67.53,Arenoso,NuecesMani,21,4,22,14-35-14
27.41,53.44,36.65,Negro,CañaAzucar,31,0,0,Urea
32.37,61.99,20.42,Franco,SemillasOleaginosas,7,3,41,17-17-17
29.68,74.89,47.11,Arenoso,Cebada,22,0,21,20-20
29.9,53.17,58.98,Negro,NuecesMani,12,5,24,17-17-17
31.08,56.03,45.64,Negro,Mijo,14,1,14,14-35-14
31.95,59.95,41.17,Franco,Maiz,15,3,39,20-20
28.83,59.74,35.13,Franco,NuecesMani,1,14,14,Urea
28.67,59.49,43.85,Franco,Legumbres,38,1,1,28-28
32.76,50.9,22.0,Rojo,Algodon,9,20,17,14-35-14
40.0,52.95,43.51,Franco,Trigo,10,0,43,14-35-14
28.17,50.93,37.01,Arcilloso,CañaAzucar,30,0,0,17-17-17
28.66,62.69,52.78,Arenoso,Tabaco,45,0,0,DAP
32.76,57.8,53.21,Franco,Algodon,17,3,28,10-26-26
33.29,71.48,55.06,Franco,Trigo,14,1,36,Urea
22.61,60.89,53.36,Negro,NuecesMani,27,0,18,17-17-17
24.55,59.45,47.37,Rojo,Cebada,1,15,15,Urea
28.72,58.94,59.53,Arenoso,NuecesMani,13,15,13,28-28
36.49,58.68,47.81,Arcilloso,Algodon,42,2,2,DAP
27.77,61.89,27.29,Negro,Trigo,15,0,38,28-28
27.09,45.13,20.39,Rojo,Trigo,17,0,41,28-28
30.34,65.26,61.34,Franco,Legumbres,10,5,35,17-17-17
28.74,60.87,37.06,Arcilloso,Maiz,10,16,19,17-17-17
38.12,66.69,33.67,Franco,CañaAzucar,15,2,9,DAP
37.98,66.3,70.0,Rojo,Arrozal,22,0,16,10-26-26
30.61,58.28,51.6,Franco,NuecesMani,22,0,25,14-35-14
30.0,42.84,46.81,Franco,Cebada,8,17,12,17-17-17
39.4,75.28,52.3,Rojo,Maiz,14,3,39,10-26-26
27.74,60.46,44.85,Rojo,Trigo,19,0,21,20-20
27.37,52.05,37.96,Arcilloso,Maiz,24,0,20,28-28
32.5,71.1,69.62,Rojo,Trigo,7,7,11,10-26-26
26.46,43.65,36.14,Negro,Maiz,12,0,13,20-20
30.31,69.86,46.3,Negro,Algodon,45,1,0,10-26-26
32.02,50.79,61.39,Arenoso,SemillasOleaginosas,7,8,37,10-26-26
36.4,70.69,31.58,Arenoso,NuecesMani,16,0,44,28-28
31.51,54.73,65.9,Arenoso,Legumbres,16,0,10,14-35-14
39.77,60.41,50.77,Arenoso,Trigo,6,4,34,Urea
33.93,62.94,38.71,Rojo,Mijo,39,0,0,14-35-14
32.13,65.75,52.1,Franco,Legumbres,13,0,35,14-35-14
29.99,54.89,41.47,Rojo,Algodon,34,3,0,Urea
38.38,71.17,56.45,Arcilloso,Trigo,36,0,3,14-35-14
30.43,59.04,40.61,Franco,Legumbres,39,4,0,Urea
28.65,49.55,30.12,Rojo,Algodon,19,11,6,Urea
25.07,45.11,36.38,Arcilloso,Maiz,2,20,18,20-20
26.73,51.88,26.29,Rojo,Tabaco,13,2,41,DAP
35.68,63.89,46.79,Arenoso,SemillasOleaginosas,14,14,13,20-20
33.56,59.78,61.64,Franco,Legumbres,13,2,40,28-28
28.48,60.34,33.57,Arenoso,Mijo,43,0,3,28-28
34.31,58.35,30.92,Negro,Mijo,43,0,1,10-26-26
28.81,49.93,33.75,Rojo,Tabaco,34,1,0,17-17-17
24.11,57.89,23.7,Franco,CañaAzucar,27,2,17,28-28
31.21,55.32,38.91,Rojo,SemillasOleaginosas,41,0,0,10-26-26
28.66,41.97,62.44,Rojo,Cebada,8,9,19,14-35-14
22.83,46.9,34.09,Arcilloso,Trigo,9,0,42,DAP
25.54,65.51,26.75,Negro,Arrozal,10,13,29,28-28
30.02,68.96,35.81,Rojo,CañaAzucar,14,0,32,20-20
29.98,73.22,48.77,Arcilloso,Mijo,26,4,18,Urea
34.95,71.28,53.19,Rojo,Mijo,41,2,0,20-20
27.38,57.61,57.88,Arenoso,Maiz,8,0,5,DAP
35.64,66.88,38.75,Negro,SemillasOleaginosas,2,18,24,10-26-26
39.23,71.01,31.63,Arcilloso,Algodon,39,0,0,DAP
26.84,54.27,49.61,Rojo,Arrozal,20,0,26,28-28
34.38,70.03,23.96,Arenoso,SemillasOleaginosas,38,2,1,DAP
37.38,61.81,32.73,Franco,Algodon,3,5,31,28-28
36.92,62.66,58.76,Arcilloso,Tabaco,9,17,19,20-20
31.54,66.48,66.12,Arcilloso,Trigo,11,13,27,DAP
30.38,67.91,57.24,Arenoso,CañaAzucar,14,0,33,14-35-14
33.13,61.63,41.66,Arenoso,Arrozal,15,1,32,28-28
40.0,61.51,32.66,Arenoso,Arrozal,10,2,44,14-35-14
37.05,61.02,32.03,Arenoso,SemillasOleaginosas,18,2,21,Urea
29.45,60.0,64.63,Franco,Maiz,10,4,28,Urea
20.82,42.97,44.06,Rojo,Tabaco,16,3,17,17-17-17
34.04,60.33,70.0,Arenoso,SemillasOleaginosas,7,10,27,20-20
25.22,62.81,49.09,Rojo,Arrozal,5,3,10,28-28
25.96,53.04,46.11,Negro,Cebada,6,11,31,10-26-26
34.01,50.12,30.27,Franco,Tabaco,12,4,9,DAP
40.0,71.27,25.24,Rojo,Maiz,16,4,17,17-17-17
35.95,70.71,37.39,Negro,Algodon,37,3,0,14-35-14
29.41,52.65,48.35,Franco,Cebada,7,3,27,DAP
33.88,55.46,26.2,Negro,Mijo,37,0,0,28-28
33.99,68.26,39.64,Rojo,Cebada,11,0,6,10-26-26
24.47,57.6,70.0,Arenoso,Tabaco,39,1,0,14-35-14
25.83,44.55,44.99,Arenoso,Arrozal,5,20,24,Urea
24.74,60.74,60.98,Franco,Legumbres,5,3,17,17-17-17
27.19,59.49,56.18,Negro,Maiz,9,17,16,DAP
31.1,50.28,40.57,Arcilloso,Algodon,7,3,24,28-28
26.73,44.52,40.8,Arcilloso,Arrozal,8,0,31,14-35-14
30.46,71.86,41.95,Arcilloso,Trigo,0,7,28,10-26-26
28.7,59.26,46.42,Negro,Legumbres,11,2,39,Urea
32.49,61.52,47.27,Arenoso,Trigo,14,16,23,Urea
25.28,55.11,38.36,Arcilloso,Legumbres,13,0,9,28-28
23.54,50.26,50.16,Franco,Mijo,27,2,23,20-20
28.53,62.54,61.11,Rojo,Maiz,15,2,36,14-35-14
26.45,56.63,64.39,Arcilloso,Legumbres,14,9,27,Urea
27.71,67.71,47.17,Franco,Legumbres,8,9,15,10-26-26
24.98,47.0,20.99,Franco,CañaAzucar,15,12,6,28-28
35.07,59.79,61.83,Negro,Tabaco,14,13,14,28-28
36.94,58.84,55.16,Arenoso,CañaAzucar,1,7,33,28-28
30.26,50.57,43.21,Negro,Legumbres,13,6,11,DAP
32.12,69.24,36.58,Rojo,Algodon,43,0,0,14-35-14
22.33,46.53,40.1,Arcilloso,Algodon,27,1,14,DAP
27.36,61.34,43.04,Negro,Trigo,11,0,17,28-28
29.03,53.72,43.41,Franco,Trigo,10,0,34,DAP
32.8,55.77,44.43,Arenoso,Cebada,16,0,10,14-35-14
32.28,58.89,29.28,Arcilloso,Legumbres,8,1,10,28-28
37.53,58.75,51.59,Rojo,Arrozal,12,0,41,10-26-26
22.55,56.57,51.93,Franco,SemillasOleaginosas,19,0,26,Urea
22.07,52.72,24.22,Arenoso,Mijo,17,15,14,10-26-26
28.92,44.74,44.89,Rojo,Mijo,44,1,0,17-17-17
26.05,48.76,45.26,Franco,Cebada,38,0,0,DAP
24.84,58.91,43.15,Rojo,Algodon,34,0,0,DAP
30.62,70.7,46.64,Franco,SemillasOleaginosas,1,21,17,20-20
26.56,59.44,32.72,Negro,Maiz,7,11,17,20-20
31.15,55.59,35.09,Rojo,Cebada,14,0,36,14-35-14
25.6,57.71,30.94,Negro,Mijo,2,20,16,28-28
26.71,55.75,70.0,Negro,NuecesMani,13,0,35,28-28
29.67,63.41,36.42,Rojo,Mijo,20,0,17,28-28
33.3,61.13,64.91,Negro,SemillasOleaginosas,13,4,36,28-28
32.01,57.23,32.85,Arenoso,CañaAzucar,41,1,2,10-26-26
30.59,54.91,43.28,Arenoso,Cebada,33,2,0,DAP
37.88,74.88,27.06,Rojo,Tabaco,15,1,18,28-28
30.48,47.8,70.0,Franco,Arrozal,40,2,0,28-28
30.3,69.31,52.01,Negro,Cebada,11,1,8,DAP
34.08,55.54,59.21,Negro,Mijo,4,6,34,20-20
38.45,63.15,58.06,Arcilloso,Cebada,6,2,8,10-26-26
24.76,55.27,34.69,Arenoso,CañaAzucar,17,16,20,17-17-17
25.73,68.57,70.0,Arenoso,Mijo,10,4,26,17-17-17
20.56,55.98,65.55,Franco,Cebada,34,0,0,DAP
38.77,68.24,57.2,Arenoso,Trigo,42,0,0,20-20
30.56,55.9,40.77,Arcilloso,SemillasOleaginosas,14,0,5,DAP
26.93,51.37,50.87,Arenoso,SemillasOleaginosas,8,0,39,Urea
26.67,42.74,30.17,Rojo,Maiz,2,14,18,Urea
31.42,63.61,32.38,Franco,Trigo,38,0,0,28-28
26.7,43.08,32.35,Negro,NuecesMani,10,16,13,17-17-17
26.05,51.11,35.27,Rojo,Trigo,10,18,10,17-17-17
25.12,46.17,43.74,Rojo,SemillasOleaginosas,25,1,20,20-20
32.41,67.07,32.33,Franco,Cebada,12,0,6,Urea
27.81,63.26,43.38,Arenoso,Trigo,32,0,0,10-26-26
23.36,50.24,34.4,Arenoso,CañaAzucar,40,0,2,DAP
33.0,57.63,37.28,Franco,Algodon,12,0,16,Urea
26.02,55.23,47.78,Arenoso,SemillasOleaginosas,10,2,12,28-28
26.74,56.43,41.86,Franco,Maiz,23,4,22,DAP
33.17,68.4,25.54,Negro,Cebada,17,0,32,Urea
33.5,69.8,35.8,Arcilloso,NuecesMani,16,0,35,DAP
28.32,55.53,39.8,Arcilloso,Cebada,16,3,13,14-35-14
29.54,71.68,57.48,Arenoso,Tabaco,13,12,16,10-26-26
25.68,50.13,50.92,Rojo,CañaAzucar,36,1,0,Urea
28.77,63.48,49.52,Rojo,Cebada,37,0,0,DAP
23.17,44.36,26.03,Arenoso,Tabaco,37,0,0,20-20
27.12,63.03,28.6,Franco,Arrozal,12,4,39,DAP
31.38,57.13,37.26,Negro,NuecesMani,36,0,0,20-20
27.91,58.99,64.03,Negro,SemillasOleaginosas,41,0,0,DAP
36.99,70.45,29.04,Rojo,CañaAzucar,27,1,20,DAP
35.01,69.3,40.11,Arenoso,CañaAzucar,25,0,32,DAP
30.71,67.85,56.82,Negro,SemillasOleaginosas,8,13,28,14-35-14
38.22,70.27,63.95,Negro,NuecesMani,24,0,19,14-35-14
30.23,47.44,55.39,Rojo,Cebada,38,2,4,DAP
33.72,52.61,37.01,Negro,Mijo,22,0,27,10-26-26
29.14,58.06,43.94,Arcilloso,Arrozal,37,0,0,14-35-14
34.18,69.67,48.66,Arenoso,Algodon,23,3,19,Urea
28.32,59.85,58.07,Arenoso,Legumbres,35,0,0,DAP
28.16,57.48,62.2,Arenoso,Algodon,6,0,7,10-26-26
40.0,52.02,45.67,Arcilloso,Maiz,19,0,44,14-35-14
30.08,57.14,37.49,Arcilloso,Algodon,18,0,40,28-28
27.61,61.04,41.97,Arcilloso,Cebada,34,2,4,14-35-14
23.74,62.35,31.53,Arenoso,NuecesMani,38,4,1,Urea
22.26,52.88,34.12,Franco,Algodon,18,0,19,20-20
34.77,66.85,35.35,Arcilloso,NuecesMani,14,4,41,17-17-17
26.63,45.47,29.06,Arcilloso,Legumbres,5,12,31,20-20
24.69,52.7,23.05,Franco,Trigo,30,4,3,28-28
24.7,48.88,41.18,Negro,Legumbres,18,0,22,28-28
28.79,61.59,40.95,Arenoso,Mijo,16,6,14,DAP
25.37,56.61,56.98,Arenoso,Mijo,9,0,34,10-26-26
35.56,61.27,33.78,Negro,Cebada,18,4,22,DAP
29.95,59.77,47.09,Rojo,SemillasOleaginosas,10,15,11,14-35-14
28.85,45.97,49.62,Negro,Trigo,24,0,24,Urea
22.68,53.23,44.85,Arcilloso,SemillasOleaginosas,38,2,4,17-17-17
33.94,57.41,48.69,Franco,Arrozal,16,0,45,17-17-17
34.02,63.05,32.44,Arcilloso,CañaAzucar,11,13,26,20-20
26.44,51.89,42.5,Arcilloso,CañaAzucar,17,0,8,28-28
27.43,65.87,20.0,Arenoso,CañaAzucar,15,0,44,17-17-17
26.23,55.01,32.74,Franco,Tabaco,13,0,13,20-20
30.45,68.48,46.14,Negro,Legumbres,27,0,20,14-35-14
25.4,50.75,42.4,Negro,Cebada,33,2,0,14-35-14
27.56,58.15,53.0,Negro,Algodon,15,1,39,17-17-17
37.29,61.83,31.91,Negro,Algodon,11,2,37,10-26-26
25.22,56.62,37.89,Arenoso,Mijo,35,4,0,Urea
26.88,58.54,70.0,Rojo,Legumbres,10,0,33,20-20
21.46,49.42,45.96,Arenoso,Algodon,27,0,19,Urea
28.14,68.89,31.96,Arcilloso,Algodon,11,9,33,28-28
32.55,64.64,43.51,Franco,Legumbres,11,0,45,17-17-17
24.15,40.44,44.93,Rojo,NuecesMani,20,2,22,28-28
36.93,71.6,35.49,Franco,Maiz,12,3,37,17-17-17
32.73,62.28,57.46,Arenoso,Cebada,12,0,44,28-28
29.55,66.21,41.21,Arcilloso,Mijo,45,1,4,17-17-17
25.75,59.79,24.64,Rojo,Arrozal,6,21,15,17-17-17
35.85,54.97,32.94,Franco,NuecesMani,41,1,0,17-17-17
31.4,69.24,29.06,Rojo,Mijo,35,0,0,10-26-26
34.9,71.05,59.48,Rojo,Trigo,11,4,40,20-20
30.98,59.93,30.97,Franco,Trigo,13,0,6,28-28
24.15,51.72,31.91,Rojo,CañaAzucar,9,4,13,Urea
27.35,47.36,48.45,Arenoso,SemillasOleaginosas,10,18,18,17-17-17
30.03,48.19,41.44,Negro,Legumbres,11,0,9,17-17-17
28.44,52.45,34.64,Rojo,Mijo,22,0,26,28-28
24.69,45.0,34.65,Negro,NuecesMani,19,0,23,DAP
34.34,54.99,47.61,Negro,CañaAzucar,8,0,10,DAP
28.13,53.68,52.13,Negro,Algodon,6,13,26,28-28
27.41,51.23,46.31,Negro,Tabaco,23,0,20,10-26-26
32.89,60.09,59.65,Arcilloso,Trigo,13,0,11,20-20
31.34,59.69,60.78,Rojo,Mijo,18,0,36,17-17-17
27.79,58.46,20.0,Rojo,Tabaco,6,5,27,14-35-14
22.44,58.98,31.46,Franco,SemillasOleaginosas,11,0,15,20-20
20.09,49.43,29.64,Negro,Legumbres,17,11,11,14-35-14
32.2,67.18,28.11,Franco,Cebada,15,18,16,14-35-14
31.51,67.28,31.19,Arcilloso,Arrozal,10,0,19,DAP
33.68,55.21,53.32,Arenoso,NuecesMani,20,2,14,17-17-17
30.94,46.3,42.29,Franco,CañaAzucar,8,3,31,28-28
30.93,52.97,59.12,Rojo,Legumbres,10,8,33,17-17-17
27.81,60.0,25.06,Arenoso,Cebada,45,0,0,20-20
31.36,56.32,45.45,Arenoso,Cebada,8,0,9,17-17-17
27.52,59.49,43.56,Arcilloso,Maiz,2,14,18,17-17-17
32.97,57.21,28.8,Franco,Cebada,10,1,41,14-35-14
30.13,57.87,62.23,Negro,SemillasOleaginosas,42,0,3,10-26-26
29.13,72.87,40.38,Negro,CañaAzucar,9,15,19,Urea
29.47,68.26,30.54,Arenoso,SemillasOleaginosas,38,0,3,17-17-17
